"time" "x" "y" "speed" "angle"
"1446" 1445 74.8323430247858 31.4918214284856 0.950634559824086 -3.01944132344098
"1447" 1446 74.7991336730616 31.4785588290029 0.178798600873669 -0.469686893950825
"1448" 1447 74.8057755434065 31.5183466274511 0.201691803690524 -2.11616094727436
"1449" 1448 74.7991336730616 31.5448718264167 0.136720574698743 0.410760858206383
"1450" NA NA NA NA NA
"1451" NA NA NA NA NA
"1452" NA NA NA NA NA
"1453" NA NA NA NA NA
"1454" NA NA NA NA NA
"1455" NA NA NA NA NA
"1456" NA NA NA NA NA
"1457" NA NA NA NA NA
"1458" NA NA NA NA NA
"1459" NA NA NA NA NA
"1460" NA NA NA NA NA
"1461" NA NA NA NA NA
"1462" NA NA NA NA NA
"1463" NA NA NA NA NA
"1464" NA NA NA NA NA
"1465" NA NA NA NA NA
"1466" NA NA NA NA NA
"1467" NA NA NA NA NA
"1468" NA NA NA NA NA
"1469" NA NA NA NA NA
"1470" NA NA NA NA NA
"1471" NA NA NA NA NA
"1472" NA NA NA NA NA
"1473" NA NA NA NA NA
"1474" NA NA NA NA NA
"1475" NA NA NA NA NA
"1476" NA NA NA NA NA
"1477" NA NA NA NA NA
"1478" NA NA NA NA NA
"1479" NA NA NA NA NA
"1480" NA NA NA NA NA
"1481" NA NA NA NA NA
"1482" NA NA NA NA NA
"1483" NA NA NA NA NA
"1484" NA NA NA NA NA
"1485" NA NA NA NA NA
"1486" NA NA NA NA NA
"1487" NA NA NA NA NA
"1488" NA NA NA NA NA
"1489" NA NA NA NA NA
"1490" NA NA NA NA NA
"1491" NA NA NA NA NA
"1492" NA NA NA NA NA
"1493" NA NA NA NA NA
"1494" NA NA NA NA NA
"1495" NA NA NA NA NA
"1496" NA NA NA NA NA
"1497" NA NA NA NA NA
"1498" NA NA NA NA NA
"1499" NA NA NA NA NA
"1500" NA NA NA NA NA
"1501" NA NA NA NA NA
"1502" NA NA NA NA NA
"1503" NA NA NA NA NA
"1504" NA NA NA NA NA
"1505" NA NA NA NA NA
"1506" NA NA NA NA NA
"1507" NA NA NA NA NA
"1508" NA NA NA NA NA
"1509" NA NA NA NA NA
"1510" NA NA NA NA NA
"1511" NA NA NA NA NA
"1512" NA NA NA NA NA
"1513" NA NA NA NA NA
"1514" NA NA NA NA NA
"1515" NA NA NA NA NA
"1516" NA NA NA NA NA
"1517" NA NA NA NA NA
"1518" NA NA NA NA NA
"1519" NA NA NA NA NA
"1520" NA NA NA NA NA
"1521" NA NA NA NA NA
"1522" NA NA NA NA NA
"1523" NA NA NA NA NA
"1524" NA NA NA NA NA
"1525" NA NA NA NA NA
"1526" NA NA NA NA NA
"1527" NA NA NA NA NA
"1528" NA NA NA NA NA
"1529" NA NA NA NA NA
"1530" NA NA NA NA NA
"1531" NA NA NA NA NA
"1532" NA NA NA NA NA
"1533" NA NA NA NA NA
"1534" NA NA NA NA NA
"1535" NA NA NA NA NA
"1536" NA NA NA NA NA
"1537" NA NA NA NA NA
"1538" NA NA NA NA NA
"1539" NA NA NA NA NA
"1540" NA NA NA NA NA
"1541" NA NA NA NA NA
"1542" NA NA NA NA NA
"1543" NA NA NA NA NA
"1544" NA NA NA NA NA
"1545" NA NA NA NA NA
"1546" NA NA NA NA NA
"1547" NA NA NA NA NA
"1548" NA NA NA NA NA
"1549" NA NA NA NA NA
"1550" NA NA NA NA NA
"1551" NA NA NA NA NA
"1552" NA NA NA NA NA
"1553" NA NA NA NA NA
"1554" NA NA NA NA NA
"1555" NA NA NA NA NA
"1556" NA NA NA NA NA
"1557" NA NA NA NA NA
"1558" NA NA NA NA NA
"1559" NA NA NA NA NA
"1560" NA NA NA NA NA
"1561" NA NA NA NA NA
"1562" NA NA NA NA NA
"1563" NA NA NA NA NA
"1564" NA NA NA NA NA
"1565" NA NA NA NA NA
"1566" NA NA NA NA NA
"1567" NA NA NA NA NA
"1568" NA NA NA NA NA
"1569" NA NA NA NA NA
"1570" NA NA NA NA NA
"1571" NA NA NA NA NA
"1572" NA NA NA NA NA
"1573" NA NA NA NA NA
"1574" NA NA NA NA NA
"1575" NA NA NA NA NA
"1576" NA NA NA NA NA
"1577" NA NA NA NA NA
"1578" NA NA NA NA NA
"1579" NA NA NA NA NA
"1580" NA NA NA NA NA
"1581" NA NA NA NA NA
"1582" NA NA NA NA NA
"1583" NA NA NA NA NA
"1584" NA NA NA NA NA
"1585" NA NA NA NA NA
"1586" NA NA NA NA NA
"1587" NA NA NA NA NA
"1588" NA NA NA NA NA
"1589" NA NA NA NA NA
"1590" NA NA NA NA NA
"1591" NA NA NA NA NA
"1592" NA NA NA NA NA
"1593" NA NA NA NA NA
"1594" NA NA NA NA NA
"1595" NA NA NA NA NA
"1596" NA NA NA NA NA
"1597" NA NA NA NA NA
"1598" NA NA NA NA NA
"1599" NA NA NA NA NA
"1600" NA NA NA NA NA
"1601" NA NA NA NA NA
"1602" NA NA NA NA NA
"1603" NA NA NA NA NA
"1604" NA NA NA NA NA
"1605" NA NA NA NA NA
"1606" NA NA NA NA NA
"1607" NA NA NA NA NA
"1608" NA NA NA NA NA
"1609" NA NA NA NA NA
"1610" NA NA NA NA NA
"1611" NA NA NA NA NA
"1612" NA NA NA NA NA
"1613" NA NA NA NA NA
"1614" NA NA NA NA NA
"1615" NA NA NA NA NA
"1616" NA NA NA NA NA
"1617" NA NA NA NA NA
"1618" NA NA NA NA NA
"1619" NA NA NA NA NA
"1620" NA NA NA NA NA
"1621" NA NA NA NA NA
"1622" NA NA NA NA NA
"1623" NA NA NA NA NA
"1624" NA NA NA NA NA
"1625" NA NA NA NA NA
"1626" NA NA NA NA NA
"1627" NA NA NA NA NA
"1628" NA NA NA NA NA
"1629" NA NA NA NA NA
"1630" NA NA NA NA NA
"1631" NA NA NA NA NA
"1632" NA NA NA NA NA
"1633" NA NA NA NA NA
"1634" NA NA NA NA NA
"1635" NA NA NA NA NA
"1636" NA NA NA NA NA
"1637" NA NA NA NA NA
"1638" NA NA NA NA NA
"1639" NA NA NA NA NA
"1640" NA NA NA NA NA
"1641" NA NA NA NA NA
"1642" NA NA NA NA NA
"1643" NA NA NA NA NA
"1644" NA NA NA NA NA
"1645" NA NA NA NA NA
"1646" NA NA NA NA NA
"1647" NA NA NA NA NA
"1648" NA NA NA NA NA
"1649" NA NA NA NA NA
"1650" NA NA NA NA NA
"1651" NA NA NA NA NA
"1652" NA NA NA NA NA
"1653" NA NA NA NA NA
"1654" NA NA NA NA NA
"1655" NA NA NA NA NA
"1656" NA NA NA NA NA
"1657" NA NA NA NA NA
"1658" NA NA NA NA NA
"1659" NA NA NA NA NA
"1660" NA NA NA NA NA
"1661" NA NA NA NA NA
"1662" NA NA NA NA NA
"1663" NA NA NA NA NA
"1664" NA NA NA NA NA
"1665" NA NA NA NA NA
"1666" NA NA NA NA NA
"1667" NA NA NA NA NA
"1668" NA NA NA NA NA
"1669" NA NA NA NA NA
"1670" NA NA NA NA NA
"1671" NA NA NA NA NA
"1672" NA NA NA NA NA
"1673" NA NA NA NA NA
"1674" NA NA NA NA NA
"1675" NA NA NA NA NA
"1676" NA NA NA NA NA
"1677" NA NA NA NA NA
"1678" NA NA NA NA NA
"1679" NA NA NA NA NA
"1680" NA NA NA NA NA
"1681" NA NA NA NA NA
"1682" NA NA NA NA NA
"1683" NA NA NA NA NA
"1684" NA NA NA NA NA
"1685" NA NA NA NA NA
"1686" NA NA NA NA NA
"1687" NA NA NA NA NA
"1688" NA NA NA NA NA
"1689" NA NA NA NA NA
"1690" NA NA NA NA NA
"1691" NA NA NA NA NA
"1692" NA NA NA NA NA
"1693" NA NA NA NA NA
"1694" NA NA NA NA NA
"1695" NA NA NA NA NA
"1696" NA NA NA NA NA
"1697" NA NA NA NA NA
"1698" NA NA NA NA NA
"1699" NA NA NA NA NA
"1700" NA NA NA NA NA
"1701" NA NA NA NA NA
"1702" NA NA NA NA NA
"1703" NA NA NA NA NA
"1704" NA NA NA NA NA
"1705" NA NA NA NA NA
"1706" NA NA NA NA NA
"1707" NA NA NA NA NA
"1708" NA NA NA NA NA
"1709" NA NA NA NA NA
"1710" NA NA NA NA NA
"1711" NA NA NA NA NA
"1712" NA NA NA NA NA
"1713" NA NA NA NA NA
"1714" NA NA NA NA NA
"1715" NA NA NA NA NA
"1716" NA NA NA NA NA
"1717" NA NA NA NA NA
"1718" NA NA NA NA NA
"1719" NA NA NA NA NA
"1720" NA NA NA NA NA
"1721" NA NA NA NA NA
"1722" NA NA NA NA NA
"1723" NA NA NA NA NA
"1724" NA NA NA NA NA
"1725" NA NA NA NA NA
"1726" NA NA NA NA NA
"1727" NA NA NA NA NA
"1728" NA NA NA NA NA
"1729" NA NA NA NA NA
"1730" NA NA NA NA NA
"1731" NA NA NA NA NA
"1732" NA NA NA NA NA
"1733" NA NA NA NA NA
"1734" NA NA NA NA NA
"1735" NA NA NA NA NA
"1736" NA NA NA NA NA
"1737" NA NA NA NA NA
"1738" NA NA NA NA NA
"1739" NA NA NA NA NA
"1740" NA NA NA NA NA
"1741" NA NA NA NA NA
"1742" NA NA NA NA NA
"1743" NA NA NA NA NA
"1744" NA NA NA NA NA
"1745" NA NA NA NA NA
"1746" NA NA NA NA NA
"1747" NA NA NA NA NA
"1748" NA NA NA NA NA
"1749" NA NA NA NA NA
"1750" NA NA NA NA NA
"1751" NA NA NA NA NA
"1752" NA NA NA NA NA
"1753" NA NA NA NA NA
"1754" NA NA NA NA NA
"1755" NA NA NA NA NA
"1756" NA NA NA NA NA
"1757" NA NA NA NA NA
"1758" NA NA NA NA NA
"1759" NA NA NA NA NA
"1760" NA NA NA NA NA
"1761" NA NA NA NA NA
"1762" NA NA NA NA NA
"1763" NA NA NA NA NA
"1764" NA NA NA NA NA
"1765" NA NA NA NA NA
"1766" NA NA NA NA NA
"1767" NA NA NA NA NA
"1768" NA NA NA NA NA
"1769" NA NA NA NA NA
"1770" NA NA NA NA NA
"1771" NA NA NA NA NA
"1772" NA NA NA NA NA
"1773" NA NA NA NA NA
"1774" NA NA NA NA NA
"1775" NA NA NA NA NA
"1776" NA NA NA NA NA
"1777" NA NA NA NA NA
"1778" NA NA NA NA NA
"1779" NA NA NA NA NA
"1780" NA NA NA NA NA
"1781" NA NA NA NA NA
"1782" NA NA NA NA NA
"1783" NA NA NA NA NA
"1784" NA NA NA NA NA
"1785" NA NA NA NA NA
"1786" NA NA NA NA NA
"1787" NA NA NA NA NA
"1788" NA NA NA NA NA
"1789" NA NA NA NA NA
"1790" NA NA NA NA NA
"1791" NA NA NA NA NA
"1792" NA NA NA NA NA
"1793" NA NA NA NA NA
"1794" NA NA NA NA NA
"1795" NA NA NA NA NA
"1796" NA NA NA NA NA
"1797" NA NA NA NA NA
"1798" NA NA NA NA NA
"1799" NA NA NA NA NA
"1800" NA NA NA NA NA
"1801" NA NA NA NA NA
